MSapappp,Muscle
MSapp,Unspecified
MSappa,Unspecified
MSappaa,Other
MSappaaa,Other
MSappaap,Other
MSappap,Unspecified
MSappapa,Death
MSappapp,Muscle
MSappp,Muscle
MSapppa,Muscle
MSapppaa,Muscle
MSapppap,Muscle
MSapppp,Muscle
MSappppa,Muscle
MSappppp,Muscle
MSp,Unspecified
MSpa,Unspecified
MSpaa,Unspecified
MSpaaa,Unspecified
MSpaaaa,Unspecified
MSpaaaaa,Unspecified
MSpaaaaaa,Pharynx
MSpaaaaap,Death
MSpaaaap,Pharynx
MSpaaaapa,Pharynx
MSpaaaapp,Pharynx
MSpaaap,Pharynx
MSpaaapa,Pharynx
MSpaaapaa,Pharynx
MSpaaapap,Pharynx
MSpaaapp,Pharynx
MSpaaappa,Pharynx
MSpaaappp,Pharynx
MSpaap,Unspecified
MSpaapa,Unspecified
MSpaapaa,Unspecified
MSpaapaaa,Pharynx
MSpaapaap,Death
MSpaapap,Unspecified
MSpaapapa,Pharynx
MSpaapapp,Other
MSpaapp,Death
MSpap,Unspecified
MSpapa,Unspecified
MSpapaa,Unspecified
MSpapaaa,Pharynx
MSpapaaaa,Pharynx
MSpapaaap,Pharynx
MSpapaap,Unspecified
MSpapaapa,Unspecified
MSpapaapp,Pharynx
MSpapap,Unspecified
MSpapapa,Unspecified
MSpapapaa,Pharynx
MSpapapap,Death
MSpapapp,Unspecified
MSpapappa,Pharynx
MSpapappp,Other
MSpapp,Muscle
MSpappa,Muscle
MSpappaa,Muscle
MSpappap,Muscle
MSpappp,Muscle
MSpapppa,Muscle
MSpapppaa,Muscle
MSpapppap,Muscle
MSpapppp,Muscle
MSpp,Unspecified
MSppa,Unspecified
MSppaa,Unspecified
MSppaaa,Unspecified
MSppaaaa,Other
MSppaaap,Muscle
MSppaap,Unspecified
MSppaapa,Death
MSppaapp,Other
MSppap,Unspecified
MSppapa,Unspecified
MSppapaa,Other
MSppapap,Muscle
MSppapp,Muscle
MSppappa,Muscle
MSppappp,Muscle
MSppp,Unspecified
MSpppa,Unspecified
MSpppaa,Unspecified
MSpppaaa,Death
MSpppaap,Other
MSpppap,Unspecified
MSpppapa,Death
MSpppapp,Muscle
MSpppp,Muscle
MSppppa,Muscle
MSppppaa,Muscle
MSppppap,Muscle
MSppppp,Muscle
MSpppppa,Muscle
MSpppppp,Muscle
P1,Unspecified
P2,Unspecified
P3,Unspecified
P4,Germ Cell
Z2,Germ Cell
Z3,Germ Cell
ABpraaappppa,Neuron
ABpraaappppp,Neuron
ABalapapapaa,Neuron
ABalapapapap,Death
ABalapappaaa,Neuron
ABalapappaap,Death
ABalapppapaa,Neuron
ABalapppapap,Death
ABalappppaaa,Neuron
ABalappppaap,Death
ABalpapapapa,Death
ABalpapapapp,Neuron
ABalpappaapa,Pharynx
ABalpappaapp,Death
ABalpppapppa,Neuron
ABalpppapppp,Death
ABalppppapaa,Neuron
ABalppppapap,Death
ABarapapaapa,Pharynx
ABarapapaapp,Death
ABarpapaappa,Neuron
ABarpapaappp,Neuron
ABplaaaaappa,Neuron
ABplaaaaappp,Neuron
ABplaapapppa,Neuron
ABplaapapppp,Death
ABplapappppa,Neuron
ABplapappppp,Death
ABplapppappa,Neuron
ABplapppappp,Neuron
ABplpaaappaa,Neuron
ABplpaaappap,Death
ABplpaappppa,Neuron
ABplpaappppp,Death
ABplppaaaapa,Death
ABplppaaaapp,Neuron
ABpraaaapppa,Neuron
ABpraaaapppp,Death
ABpraaapppaa,Neuron
ABpraaapppap,Death
ABpraapapppa,Neuron
ABpraapapppp,Death
ABprapappppa,Neuron
ABprapappppp,Death
ABprpaappppa,Neuron
ABprpaappppp,Death
ABprppaaaapa,Death
ABprppaaaapp,Neuron
Dapppa,Muscle
Dapppp,Muscle
Dppppa,Muscle
Dppppp,Muscle
Earaad,Intestine
Earaav,Intestine
Eplppa,Intestine
Eplppp,Intestine
Eprppa,Intestine
Eprppp,Intestine
MSaaaaapaa,Pharynx
MSaaaaapap,Pharynx
MSaapaapaa,Pharynx
MSaapaapap,Death
MSaapppaa,Muscle
MSaapppap,Muscle
MSaappppa,Muscle
MSaappppp,Muscle
MSapaaaad,Other
MSapaaaav,Other
MSpapaapaa,Pharynx
MSpapaapap,Death
MSpappppa,Muscle
MSpappppp,Muscle
MSppaaaad,Other
MSppaaaav,Other
ABpraaaaaaaa,Neuron
ABpraaaaaaap,Neuron
ABpraaaaaapa,Neuron
ABpraaaaaapp,Neuron
ABalapapaaa,Death
ABalapapaap,Death
ABaraaaappa,Death
ABaraaaappp,Death
ABplaaaapaa,Skin
ABplaaaapap,Skin
ABplaaaappa,Skin
ABplaaaappp,Skin
ABplaaapaaa,Skin
ABplaaapaap,Skin
ABplaaapapa,Skin
ABplaaapapp,Skin
ABplaaappaa,Skin
ABplaaappap,Skin
ABplaaapppa,Skin
ABplaaapppp,Skin
ABplaappapa,Skin
ABplaappapp,Skin
ABplaapppaa,Skin
ABplaapppap,Skin
ABplaappppa,Skin
ABplaappppp,Skin
ABplapaapaa,Other
ABplapaapap,Other
ABplapaappa,Skin
ABplapaappp,Skin
ABplapapapa,Skin
ABplapapapp,Skin
ABplapappaa,Skin
ABplapappap,Skin
ABplappaapa,Skin
ABplappaapp,Skin
ABplappapaa,Skin
ABplappapap,Skin
ABplappappa,Skin
ABplappappp,Skin
ABplappppaa,Skin
ABplappppap,Skin
ABplapppppa,Skin
ABplapppppp,Skin
ABpraappapa,Skin
ABpraappapp,Skin
ABpraapppaa,Skin
ABpraapppap,Skin
ABpraappppa,Skin
ABpraappppp,Skin
ABprapaapaa,Other
ABprapaapap,Other
ABprapaappa,Skin
ABprapaappp,Skin
ABprapapaaa,Other
ABprapapaap,Skin
ABprapappaa,Skin
ABprapappap,Skin
ABprappaaaa,Skin
ABprappaaap,Skin
ABprappapaa,Skin
ABprappapap,Skin
ABprappappa,Skin
ABprappappp,Skin
ABprappppaa,Skin
ABprappppap,Skin
ABprapppppa,Skin
ABprapppppp,Skin
ABalappaaaa,Death
ABalappaaap,Death
ABprapapapa,Skin
ABprapapapp,Skin
ABprappaapa,Skin
ABprappaapp,Skin
ABalaappppaa,Neuron
ABalaappppap,Death
ABalapaappaa,Neuron
ABalapaappap,Death
ABalppapppaa,Neuron
ABalppapppap,Death
ABaraapapaad,Death
ABaraapapaav,Pharynx
ABaraapppaad,Death
ABaraapppaav,Pharynx
ABarappapapa,Death
ABarappapapp,Neuron
ABarapppppaa,Neuron
ABarapppppap,Death
ABarppaappa,Neuron
ABarppaappp,Neuron
ABarpppappa,Neuron
ABarpppappp,Neuron
ABplapaaaapa,Neuron
ABplapaaaapp,Neuron
ABplapaaapad,Neuron
ABplapaaapav,Neuron
ABplapapaaa,Other
ABplapapaap,Skin
ABplapappppaa,Neuron
ABplapappppap,Neuron
ABplppapaaaa,Neuron
ABplppapaaap,Neuron
ABplpppaapaa,Neuron
ABplpppaapap,Neuron
ABpraaapapaa,Neuron
ABpraaapapap,Death
ABprapaaaapa,Neuron
ABprapaaaapp,Neuron
ABprapaaapad,Neuron
ABprapaaapav,Neuron
ABprapappppaa,Neuron
ABprapappppap,Neuron
ABprapppappa,Neuron
ABprapppappp,Neuron
ABprpaaappaa,Neuron
ABprpaaappap,Death
ABprppapaaaa,Neuron
ABprppapaaap,Neuron
ABprpppaapaa,Neuron
ABprpppaapap,Neuron
MSapapaaa,Other
MSapapaap,Other
MSppapaaa,Other
MSppapaap,Other
